,citing author name,citing paper title,cited paper title,affiliation,latitude,longitude,county,city,state,country
403,Marten Lohstroh,HPRM: High-Performance Robotic Middleware for Intelligent Autonomous Systems,Consistency vs. availability in distributed cyber-physical systems,UC Berkeley,37.8754996,-122.2390685,Alameda County,Berkeley,California,United States
404,Marten Lohstroh,HPRM: High-Performance Robotic Middleware for Intelligent Autonomous Systems,High-performance Deterministic Concurrency Using Lingua Franca,"Assistant Researcher at UC Berkeley, EECS Dept.",,,,,,
405,Marten Lohstroh,HPRM: High-Performance Robotic Middleware for Intelligent Autonomous Systems,High-performance Deterministic Concurrency Using Lingua Franca,UC Berkeley,37.8754996,-122.2390685,Alameda County,Berkeley,California,United States
406,Marten Lohstroh,HPRM: High-Performance Robotic Middleware for Intelligent Autonomous Systems,Risk and mitigation of nondeterminism in distributed cyber-physical systems,"Assistant Researcher at UC Berkeley, EECS Dept.",,,,,,
407,Marten Lohstroh,HPRM: High-Performance Robotic Middleware for Intelligent Autonomous Systems,Risk and mitigation of nondeterminism in distributed cyber-physical systems,UC Berkeley,37.8754996,-122.2390685,Alameda County,Berkeley,California,United States
408,Marten Lohstroh,High-performance Deterministic Concurrency Using Lingua Franca,Quantifying and generalizing the CAP theorem,"Assistant Researcher at UC Berkeley, EECS Dept.",,,,,,
409,Marten Lohstroh,High-performance Deterministic Concurrency Using Lingua Franca,Quantifying and generalizing the CAP theorem,UC Berkeley,37.8754996,-122.2390685,Alameda County,Berkeley,California,United States
410,Marten Lohstroh,High-performance Deterministic Concurrency Using Lingua Franca,Xronos: Predictable coordination for safety-critical distributed embedded systems,"Assistant Researcher at UC Berkeley, EECS Dept.",,,,,,
411,Marten Lohstroh,High-performance Deterministic Concurrency Using Lingua Franca,Xronos: Predictable coordination for safety-critical distributed embedded systems,UC Berkeley,37.8754996,-122.2390685,Alameda County,Berkeley,California,United States
412,Marten Lohstroh,Improving the Efficiency of Coordinating Timed Events in Distributed Systems,Risk and mitigation of nondeterminism in distributed cyber-physical systems,"Assistant Researcher at UC Berkeley, EECS Dept.",,,,,,
413,Marten Lohstroh,Improving the Efficiency of Coordinating Timed Events in Distributed Systems,Risk and mitigation of nondeterminism in distributed cyber-physical systems,UC Berkeley,37.8754996,-122.2390685,Alameda County,Berkeley,California,United States
414,Marten Lohstroh,Improving the Efficiency of Coordinating Timed Events in Distributed Systems,Strongly-consistent distributed discrete-event systems,"Assistant Researcher at UC Berkeley, EECS Dept.",,,,,,
415,Marten Lohstroh,Improving the Efficiency of Coordinating Timed Events in Distributed Systems,Strongly-consistent distributed discrete-event systems,UC Berkeley,37.8754996,-122.2390685,Alameda County,Berkeley,California,United States
416,Marten Lohstroh,Logical time for reactive software,Trading off consistency and availability in tiered heterogeneous distributed systems,"Assistant Researcher at UC Berkeley, EECS Dept.",,,,,,
417,Marten Lohstroh,Logical time for reactive software,Trading off consistency and availability in tiered heterogeneous distributed systems,UC Berkeley,37.8754996,-122.2390685,Alameda County,Berkeley,California,United States
418,Marten Lohstroh,Logical time for reactive software,Xronos: Predictable coordination for safety-critical distributed embedded systems,"Assistant Researcher at UC Berkeley, EECS Dept.",,,,,,
419,Marten Lohstroh,Logical time for reactive software,Xronos: Predictable coordination for safety-critical distributed embedded systems,UC Berkeley,37.8754996,-122.2390685,Alameda County,Berkeley,California,United States
420,Marten Lohstroh,Programming Time-Predictable Processors with Lingua Franca,Beyond the threaded programming model on real-time operating systems,"Assistant Researcher at UC Berkeley, EECS Dept.",,,,,,
421,Marten Lohstroh,Programming Time-Predictable Processors with Lingua Franca,Beyond the threaded programming model on real-time operating systems,UC Berkeley,37.8754996,-122.2390685,Alameda County,Berkeley,California,United States
422,Marten Lohstroh,Provable Determinism for Software in Cyber-Physical Systems,High-performance Deterministic Concurrency Using Lingua Franca,"Assistant Researcher at UC Berkeley, EECS Dept.",,,,,,
423,Marten Lohstroh,Provable Determinism for Software in Cyber-Physical Systems,High-performance Deterministic Concurrency Using Lingua Franca,UC Berkeley,37.8754996,-122.2390685,Alameda County,Berkeley,California,United States
424,Marten Lohstroh,Reliable event detection using time-synchronized iot platforms,Xronos: Predictable coordination for safety-critical distributed embedded systems,"Assistant Researcher at UC Berkeley, EECS Dept.",,,,,,
425,Marten Lohstroh,Reliable event detection using time-synchronized iot platforms,Xronos: Predictable coordination for safety-critical distributed embedded systems,UC Berkeley,37.8754996,-122.2390685,Alameda County,Berkeley,California,United States
426,Marten Lohstroh,Risk and mitigation of nondeterminism in distributed cyber-physical systems,Consistency vs. availability in distributed cyber-physical systems,"Assistant Researcher at UC Berkeley, EECS Dept.",,,,,,
427,Marten Lohstroh,Risk and mitigation of nondeterminism in distributed cyber-physical systems,Consistency vs. availability in distributed cyber-physical systems,UC Berkeley,37.8754996,-122.2390685,Alameda County,Berkeley,California,United States
428,Marten Lohstroh,Risk and mitigation of nondeterminism in distributed cyber-physical systems,Quantifying and generalizing the CAP theorem,"Assistant Researcher at UC Berkeley, EECS Dept.",,,,,,
429,Marten Lohstroh,Risk and mitigation of nondeterminism in distributed cyber-physical systems,Quantifying and generalizing the CAP theorem,UC Berkeley,37.8754996,-122.2390685,Alameda County,Berkeley,California,United States
430,Marten Lohstroh,Risk and mitigation of nondeterminism in distributed cyber-physical systems,Trading off consistency and availability in tiered heterogeneous distributed systems,"Assistant Researcher at UC Berkeley, EECS Dept.",,,,,,
431,Marten Lohstroh,Risk and mitigation of nondeterminism in distributed cyber-physical systems,Trading off consistency and availability in tiered heterogeneous distributed systems,UC Berkeley,37.8754996,-122.2390685,Alameda County,Berkeley,California,United States
432,Marten Lohstroh,Software-Defined Watchdog Timers for Cyber-Physical Systems,High-performance Deterministic Concurrency Using Lingua Franca,"Assistant Researcher at UC Berkeley, EECS Dept.",,,,,,
433,Marten Lohstroh,Software-Defined Watchdog Timers for Cyber-Physical Systems,High-performance Deterministic Concurrency Using Lingua Franca,UC Berkeley,37.8754996,-122.2390685,Alameda County,Berkeley,California,United States
434,Marten Lohstroh,Software-Defined Watchdog Timers for Cyber-Physical Systems,Risk and mitigation of nondeterminism in distributed cyber-physical systems,"Assistant Researcher at UC Berkeley, EECS Dept.",,,,,,
435,Marten Lohstroh,Software-Defined Watchdog Timers for Cyber-Physical Systems,Risk and mitigation of nondeterminism in distributed cyber-physical systems,UC Berkeley,37.8754996,-122.2390685,Alameda County,Berkeley,California,United States
436,Marten Lohstroh,Towards building verifiable CPS using lingua franca,Debugging and verification tools for LINGUA FRANCA in GEMOC studio,"Assistant Researcher at UC Berkeley, EECS Dept.",,,,,,
437,Marten Lohstroh,Towards building verifiable CPS using lingua franca,Debugging and verification tools for LINGUA FRANCA in GEMOC studio,UC Berkeley,37.8754996,-122.2390685,Alameda County,Berkeley,California,United States
438,Marten Lohstroh,Towards building verifiable CPS using lingua franca,Quantifying and generalizing the CAP theorem,"Assistant Researcher at UC Berkeley, EECS Dept.",,,,,,
439,Marten Lohstroh,Towards building verifiable CPS using lingua franca,Quantifying and generalizing the CAP theorem,UC Berkeley,37.8754996,-122.2390685,Alameda County,Berkeley,California,United States
440,Marten Lohstroh,Towards building verifiable CPS using lingua franca,"UCLID5: Multi-modal formal modeling, verification, and synthesis","Assistant Researcher at UC Berkeley, EECS Dept.",,,,,,
441,Marten Lohstroh,Towards building verifiable CPS using lingua franca,"UCLID5: Multi-modal formal modeling, verification, and synthesis",UC Berkeley,37.8754996,-122.2390685,Alameda County,Berkeley,California,United States
442,Marten Lohstroh,Towards building verifiable CPS using lingua franca,Xronos: Predictable coordination for safety-critical distributed embedded systems,"Assistant Researcher at UC Berkeley, EECS Dept.",,,,,,
443,Marten Lohstroh,Towards building verifiable CPS using lingua franca,Xronos: Predictable coordination for safety-critical distributed embedded systems,UC Berkeley,37.8754996,-122.2390685,Alameda County,Berkeley,California,United States
444,Martin Izzard,Logical synchrony and the bittide mechanism,Xronos: Predictable coordination for safety-critical distributed embedded systems,Google DeepMind,37.421473,-122.080679,Santa Clara,Mountain View,California,USA
445,Martin Schoeberl,Codesign of reactor-oriented hardware and software for cyber-physical systems,Beyond the threaded programming model on real-time operating systems,"Professor, Technical University of Denmark",,,,,,
446,Martin Schoeberl,Codesign of reactor-oriented hardware and software for cyber-physical systems,Beyond the threaded programming model on real-time operating systems,Technical University of Denmark,55.7854145,12.5202151,,,Capital Region of Denmark,Denmark
447,Martin Schoeberl,Codesign of reactor-oriented hardware and software for cyber-physical systems,High-performance Deterministic Concurrency Using Lingua Franca,"Professor, Technical University of Denmark",,,,,,
448,Martin Schoeberl,Codesign of reactor-oriented hardware and software for cyber-physical systems,High-performance Deterministic Concurrency Using Lingua Franca,Technical University of Denmark,55.7854145,12.5202151,,,Capital Region of Denmark,Denmark
449,Martin Schoeberl,Codesign of reactor-oriented hardware and software for cyber-physical systems,Interpret: A time-predictable multicore processor,"Professor, Technical University of Denmark",,,,,,
450,Martin Schoeberl,Codesign of reactor-oriented hardware and software for cyber-physical systems,Interpret: A time-predictable multicore processor,Technical University of Denmark,55.7854145,12.5202151,,,Capital Region of Denmark,Denmark
451,Martin Schoeberl,Codesign of reactor-oriented hardware and software for cyber-physical systems,Risk and mitigation of nondeterminism in distributed cyber-physical systems,"Professor, Technical University of Denmark",,,,,,
452,Martin Schoeberl,Codesign of reactor-oriented hardware and software for cyber-physical systems,Risk and mitigation of nondeterminism in distributed cyber-physical systems,Technical University of Denmark,55.7854145,12.5202151,,,Capital Region of Denmark,Denmark
453,Martin Schoeberl,Codesign of reactor-oriented hardware and software for cyber-physical systems,Xronos: Predictable coordination for safety-critical distributed embedded systems,"Professor, Technical University of Denmark",,,,,,
454,Martin Schoeberl,Codesign of reactor-oriented hardware and software for cyber-physical systems,Xronos: Predictable coordination for safety-critical distributed embedded systems,Technical University of Denmark,55.7854145,12.5202151,,,Capital Region of Denmark,Denmark
455,Martin Schoeberl,Exploration of network interface architectures for a real-time network-on-chip,Interpret: A time-predictable multicore processor,"Professor, Technical University of Denmark",,,,,,
456,Martin Schoeberl,Exploration of network interface architectures for a real-time network-on-chip,Interpret: A time-predictable multicore processor,Technical University of Denmark,55.7854145,12.5202151,,,Capital Region of Denmark,Denmark
457,Martin Schoeberl,Worst-Case Execution Time Analysis of Lingua Franca Applications,Interpret: A time-predictable multicore processor,"Professor, Technical University of Denmark",,,,,,
458,Martin Schoeberl,Worst-Case Execution Time Analysis of Lingua Franca Applications,Interpret: A time-predictable multicore processor,Technical University of Denmark,55.7854145,12.5202151,,,Capital Region of Denmark,Denmark
459,Martin Schoeberl,Worst-Case Execution Time Analysis of Lingua Franca Applications,"PretVM: Predictable, efficient virtual machine for real-time concurrency","Professor, Technical University of Denmark",,,,,,
460,Martin Schoeberl,Worst-Case Execution Time Analysis of Lingua Franca Applications,"PretVM: Predictable, efficient virtual machine for real-time concurrency",Technical University of Denmark,55.7854145,12.5202151,,,Capital Region of Denmark,Denmark
461,Martin Schoeberl,Worst-Case Execution Time Analysis of Lingua Franca Applications,Towards Building Verifiable CPS using Lingua Franca,"Professor, Technical University of Denmark",,,,,,
462,Martin Schoeberl,Worst-Case Execution Time Analysis of Lingua Franca Applications,Towards Building Verifiable CPS using Lingua Franca,Technical University of Denmark,55.7854145,12.5202151,,,Capital Region of Denmark,Denmark
463,Mengbing Zhou,Load Balancing Scheduling for Batch-Ordered Job-Store: Online vs. Offline,High-performance Deterministic Concurrency Using Lingua Franca,Shenzhen Institute of Advanced Technology Chinese Academy of Sciences,22.594922,113.9874734,,Nanshan District,Guangdong Province,China
464,Michael Freund,SaVeWoT: Scripting and Verifying Web of Things Systems and Their Effects on the Physical World,Towards Building Verifiable CPS using Lingua Franca,Fraunhofer IIS,49.4865514,11.1284654,,Nuremberg,Bavaria,Germany
465,Mikheil Rukhaia,Semantics and formal analysis of lingua franca cps specifications in rewriting logic,Debugging and verification tools for LINGUA FRANCA in GEMOC studio,Institute of Applied Mathematics,39.8942713,32.7826604,,,Ankara,Turkey
466,Mikheil Rukhaia,Semantics and formal analysis of lingua franca cps specifications in rewriting logic,Debugging and verification tools for LINGUA FRANCA in GEMOC studio,Tbilisi State University,41.7228253,44.7185112,,Tbilisi,,Georgia
467,Mikheil Rukhaia,Semantics and formal analysis of lingua franca cps specifications in rewriting logic,High-performance Deterministic Concurrency Using Lingua Franca,Institute of Applied Mathematics,39.8942713,32.7826604,,,Ankara,Turkey
468,Mikheil Rukhaia,Semantics and formal analysis of lingua franca cps specifications in rewriting logic,High-performance Deterministic Concurrency Using Lingua Franca,Tbilisi State University,41.7228253,44.7185112,,Tbilisi,,Georgia
469,Mikheil Rukhaia,Semantics and formal analysis of lingua franca cps specifications in rewriting logic,Towards Building Verifiable CPS using Lingua Franca,Institute of Applied Mathematics,39.8942713,32.7826604,,,Ankara,Turkey
470,Mikheil Rukhaia,Semantics and formal analysis of lingua franca cps specifications in rewriting logic,Towards Building Verifiable CPS using Lingua Franca,Tbilisi State University,41.7228253,44.7185112,,Tbilisi,,Georgia
471,Milica Orlandić,fpga-tidbits: Rapid Prototyping of FPGA Accelerators in Chisel,Beyond the threaded programming model on real-time operating systems,"Associate Professor, Norwegian University of Science and Techology",,,,,,
472,Milica Orlandić,fpga-tidbits: Rapid Prototyping of FPGA Accelerators in Chisel,Beyond the threaded programming model on real-time operating systems,Norwegian University of Science,63.4480238,10.4536394,Trøndelag,Trondheim,,Norway
473,Milica Orlandić,fpga-tidbits: Rapid Prototyping of FPGA Accelerators in Chisel,Beyond the threaded programming model on real-time operating systems,Techology,1.2686471,103.7080711,,Singapore,,Singapore
474,Mircea Marin,Semantics and formal analysis of lingua franca cps specifications in rewriting logic,Debugging and verification tools for LINGUA FRANCA in GEMOC studio,West University of Timisoara,45.7473292,21.231261,Timiș,Timișoara,,Romania
475,Mircea Marin,Semantics and formal analysis of lingua franca cps specifications in rewriting logic,High-performance Deterministic Concurrency Using Lingua Franca,West University of Timisoara,45.7473292,21.231261,Timiș,Timișoara,,Romania
476,Mircea Marin,Semantics and formal analysis of lingua franca cps specifications in rewriting logic,Towards Building Verifiable CPS using Lingua Franca,West University of Timisoara,45.7473292,21.231261,Timiș,Timișoara,,Romania
477,Mirco Theile,"PretVM: Predictable, efficient virtual machine for real-time concurrency",High-performance Deterministic Concurrency Using Lingua Franca,Technical University of Munich,48.2654976,11.6692249,Landkreis München,,Bavaria,Germany
478,Mirco Theile,"PretVM: Predictable, efficient virtual machine for real-time concurrency",Interpret: A time-predictable multicore processor,Technical University of Munich,48.2654976,11.6692249,Landkreis München,,Bavaria,Germany
479,Mirco Theile,"PretVM: Predictable, efficient virtual machine for real-time concurrency",Towards Building Verifiable CPS using Lingua Franca,Technical University of Munich,48.2654976,11.6692249,Landkreis München,,Bavaria,Germany
480,Mirco Theile,Quasi-Static Scheduling for Deterministic Timed Concurrent Models on Multi-Core Hardware,Beyond the threaded programming model on real-time operating systems,Technical University of Munich,48.2654976,11.6692249,Landkreis München,,Bavaria,Germany
481,Mirco Theile,Quasi-Static Scheduling for Deterministic Timed Concurrent Models on Multi-Core Hardware,High-performance Deterministic Concurrency Using Lingua Franca,Technical University of Munich,48.2654976,11.6692249,Landkreis München,,Bavaria,Germany
482,Mirco Theile,Quasi-Static Scheduling for Deterministic Timed Concurrent Models on Multi-Core Hardware,Interpret: A time-predictable multicore processor,Technical University of Munich,48.2654976,11.6692249,Landkreis München,,Bavaria,Germany
483,Mirco Theile,Quasi-Static Scheduling for Deterministic Timed Concurrent Models on Multi-Core Hardware,Towards Building Verifiable CPS using Lingua Franca,Technical University of Munich,48.2654976,11.6692249,Landkreis München,,Bavaria,Germany
484,Mirco Theile,Quasi-Static Scheduling for Deterministic Timed Concurrent Models on Multi-Core Hardware,Worst-Case Execution Time Analysis of Lingua Franca Applications,Technical University of Munich,48.2654976,11.6692249,Landkreis München,,Bavaria,Germany
485,Mohamed Jmaiel,Towards model checking approach for smart contract validation in the eip-1559 ethereum,Scivik: A versatile framework for specifying and verifying smart contracts,"Professor of Computer Science, University of Sfax",,,,,,
486,Muhammad Arslan Tariq,Towards Unified Data Ingestion and Transfer for the Computing Continuum,Consistency vs. availability in distributed cyber-physical systems,Doctoral Researcher,,,,,,
487,Muhammad Arslan Tariq,Towards Unified Data Ingestion and Transfer for the Computing Continuum,Consistency vs. availability in distributed cyber-physical systems,"Doctoral Researcher, University of Luxembourg",,,,,,
488,Muhammad Arslan Tariq,Towards Unified Data Ingestion and Transfer for the Computing Continuum,Consistency vs. availability in distributed cyber-physical systems,University of Luxembourg,49.5036259,5.9487155,Canton Esch-sur-Alzette,,,Luxembourg
489,Naveed Uddin Mohammed, Fundamental Principles of Network Security,Consistency vs. availability in distributed cyber-physical systems,Lindsey Wilson College,37.1020748,-85.2996861,Adair County,,Kentucky,United States
490,Nidal Turab, Automotive Ethernet architecture and security: challenges and technologies.,Xronos: Predictable coordination for safety-critical distributed embedded systems,"Professor, Al Ahliyya Amman University",,,,,,
491,Nikolaus Huber,Mimosa: A Language for Asynchronous Implementation of Embedded Systems Software,Debugging and verification tools for LINGUA FRANCA in GEMOC studio,"PhD Candidate, Uppsala University",,,,,,
492,Nikolaus Huber,Mimosa: A Language for Asynchronous Implementation of Embedded Systems Software,Debugging and verification tools for LINGUA FRANCA in GEMOC studio,Uppsala University,59.8576363,17.6294616,Uppsala County,Uppsala,,Sweden
493,Ning Hu,A Review on the Security of the Ethereum-Based DeFi Ecosystem.,Scivik: A versatile framework for specifying and verifying smart contracts,Distinguished researcher of Peng Cheng Laboratory,,,,,,
494,No_author_found, A Binary Analysis Platform in Isabelle/HOL,"UCLID5: Multi-modal formal modeling, verification, and synthesis",No_author_found,,,,,,
495,No_author_found, Abstracting Architectures: Two Techniques in Formal Hardware Security Verification,"UCLID5: Multi-modal formal modeling, verification, and synthesis",No_author_found,,,,,,
496,No_author_found, Building Certified Systems Software,Scivik: A versatile framework for specifying and verifying smart contracts,No_author_found,,,,,,
497,No_author_found, Dealing with Time: Measuring Real-Time Capabilities of Lingua Franca,Provable Determinism for Software in Cyber-Physical Systems,No_author_found,,,,,,
498,No_author_found, Improving Auto-Formalization to UCLID5 with LLMs and Formal Methods,"UCLID5: Multi-modal formal modeling, verification, and synthesis",No_author_found,,,,,,
499,No_author_found, Modelling real world applications in Lingua Franca,Consistency vs. availability in distributed cyber-physical systems,No_author_found,,,,,,
500,No_author_found, Modelling real world applications in Lingua Franca,Trading off consistency and availability in tiered heterogeneous distributed systems,No_author_found,,,,,,
501,No_author_found, ТЕХНОЛОГІЇ ШТУЧНОГО ІНТЕЛЕКТУ МОДЕЛЮВАННЯ СМАРТ-КОНТРАКТІВ ДЛЯ ЦИФРОВИХ ФІНАНСОВИХ АКТИВІВ ПІДПРИЄМСТВА НА ОСНОВІ …,Scivik: A versatile framework for specifying and verifying smart contracts,No_author_found,,,,,,
502,No_author_found,Behavior trees with dataflow: Coordinating reactive tasks in lingua franca,High-performance Deterministic Concurrency Using Lingua Franca,No_author_found,,,,,,
503,No_author_found,Benchmarking large language models for ethereum smart contract development,Scivik: A versatile framework for specifying and verifying smart contracts,No_author_found,,,,,,
504,No_author_found,Cost And Performance Trade-off Evaluation In Microservices Impacted By The CAP Theorem Limitations,Quantifying and generalizing the CAP theorem,No_author_found,,,,,,
505,No_author_found,Distributed Real-Time Systems using Lingua Franca and Zephyr RTOS,Quantifying and generalizing the CAP theorem,No_author_found,,,,,,
506,No_author_found,Hybrid Data Management Architecture with Microservices Integrating SQL and NoSQL Databases for Asset Management Companies,Quantifying and generalizing the CAP theorem,No_author_found,,,,,,
507,No_author_found,LTL-спецификация для разработки и верификации программ логического управления в системах с обратной связью,Towards Building Verifiable CPS using Lingua Franca,No_author_found,,,,,,
508,No_author_found,"Language Design for Reactive Systems: On Modal Models, Time, and Object Orientation in Lingua Franca and SCCharts",Debugging and verification tools for LINGUA FRANCA in GEMOC studio,No_author_found,,,,,,
509,No_author_found,"Language Design for Reactive Systems: On Modal Models, Time, and Object Orientation in Lingua Franca and SCCharts",Quantifying and generalizing the CAP theorem,No_author_found,,,,,,
510,No_author_found,"Language Design for Reactive Systems: On Modal Models, Time, and Object Orientation in Lingua Franca and SCCharts",Towards Building Verifiable CPS using Lingua Franca,No_author_found,,,,,,
511,No_author_found,"Language Design for Reactive Systems: On Modal Models, Time, and Object Orientation in Lingua Franca and SCCharts",Trading off consistency and availability in tiered heterogeneous distributed systems,No_author_found,,,,,,
512,No_author_found,Software-Defined Vehicles: Challenges and Orchestrating Mixed-Criticality Services Using Lingua Franca,Consistency vs. availability in distributed cyber-physical systems,No_author_found,,,,,,
513,No_author_found,ВОЛНОВАЯ ЭЛЕКТРОНИКА И ИНФОКОММУНИКАЦИОННЫЕ СИСТЕМЫ,Consistency vs. availability in distributed cyber-physical systems,No_author_found,,,,,,
514,No_author_found,ИНФОРМАЦИОННО-УПРАВЛЯЮЩИЕ СИСТЕМЫ,Consistency vs. availability in distributed cyber-physical systems,No_author_found,,,,,,
515,No_author_found,Модель реплицируемой системы хранения данных с использованием среднего возраста информации в качестве показателя актуальности данных,Consistency vs. availability in distributed cyber-physical systems,No_author_found,,,,,,
516,No_author_found,Система оцінювання кібербезпеки комп'ютерних мереж,Trading off consistency and availability in tiered heterogeneous distributed systems,No_author_found,,,,,,
517,No_author_found,Спосіб підвищення відмовостійкості розподілених систем зберігання даних,Quantifying and generalizing the CAP theorem,No_author_found,,,,,,
518,Oliver Bleisinger, Killing the PLM Monolith-the Emergence of cloudnative System Lifecycle Management (SysLM),Quantifying and generalizing the CAP theorem,:em engineering methods AG,,,,,,
519,Oliver Bleisinger, Killing the PLM Monolith-the Emergence of cloudnative System Lifecycle Management (SysLM),Quantifying and generalizing the CAP theorem,Team Leader Model-Based Systems Engineering,,,,,,
520,Oliver Bleisinger, Killing the PLM Monolith-the Emergence of cloudnative System Lifecycle Management (SysLM),Quantifying and generalizing the CAP theorem,"Team Leader Model-Based Systems Engineering, :em engineering methods AG",,,,,,
521,Pal Varga, Interoperability for Cyber-Physical Systems: an Overview of Challenges and Research Gaps,Consistency vs. availability in distributed cyber-physical systems,"Associate Professor, Budapest University of Technology and Economics",,,,,,
522,Pal Varga, Interoperability for Cyber-Physical Systems: an Overview of Challenges and Research Gaps,Consistency vs. availability in distributed cyber-physical systems,Budapest University of Technology,47.4784413,19.0577154,,Budapest,,Hungary
523,Pal Varga, Interoperability for Cyber-Physical Systems: an Overview of Challenges and Research Gaps,Consistency vs. availability in distributed cyber-physical systems,Economics,51.5146049,-0.1164525,,London,England,United Kingdom
524,Paolo Giaccone, State-Aware Migration in Edge Mobile Application,Quantifying and generalizing the CAP theorem,"Associate Professor, Politecnico di Torino, Department of Electronics and Telecommunications, Italy",,,,,,
525,Paolo Giaccone, State-Aware Migration in Edge Mobile Application,Quantifying and generalizing the CAP theorem,Politecnico di Torino,45.0636974,7.6575263,Torino,Turin,Piedmont,Italy
526,Paolo Giaccone, State-Aware Migration in Edge Mobile Application,Quantifying and generalizing the CAP theorem,"Telecommunications, Italy",41.8770062,12.5641354,Roma Capitale,Rome,Lazio,Italy
527,Partha Roop,Timetide: A programming model for logically synchronous distributed systems,Consistency vs. availability in distributed cyber-physical systems,Computer,,,,,,
528,Partha Roop,Timetide: A programming model for logically synchronous distributed systems,Consistency vs. availability in distributed cyber-physical systems,Electrical,,,,,,
529,Partha Roop,Timetide: A programming model for logically synchronous distributed systems,Consistency vs. availability in distributed cyber-physical systems,"Professor, Electrical, Computer and Software Engineering, The University of Auckland",,,,,,
530,Partha Roop,Timetide: A programming model for logically synchronous distributed systems,Consistency vs. availability in distributed cyber-physical systems,Software Engineering,,,,,,
531,Partha Roop,Timetide: A programming model for logically synchronous distributed systems,Consistency vs. availability in distributed cyber-physical systems,The University of Auckland,-36.8660955,174.7737331,,Waitematā,Auckland,New Zealand
532,Paulo Romero Martins Maciel,Performability evaluation of NoSQL-based storage systems,Quantifying and generalizing the CAP theorem,Universidade Federal de Pernambuco,-8.0524236,-34.9510615,Região Metropolitana do Recife,Recife,Pernambuco,Brazil
533,Pei-Wei Chen,PolyVer: A Compositional Approach for Polyglot System Modeling and Verification,Towards Building Verifiable CPS using Lingua Franca,Berkeley,37.8708393,-122.272863,Alameda County,Berkeley,California,United States
534,Pei-Wei Chen,PolyVer: A Compositional Approach for Polyglot System Modeling and Verification,Towards Building Verifiable CPS using Lingua Franca,University of California,33.6429469,-117.8401606,Orange County,Irvine,California,United States
535,Pei-Wei Chen,PolyVer: A Compositional Approach for Polyglot System Modeling and Verification,Towards Building Verifiable CPS using Lingua Franca,"University of California, Berkeley",33.6487724,-117.8364995,Orange County,Irvine,California,United States
536,Pei-Wei Chen,PolyVer: A Compositional Approach for Polyglot System Modeling and Verification,"UCLID5: Multi-modal formal modeling, verification, and synthesis",Berkeley,37.8708393,-122.272863,Alameda County,Berkeley,California,United States
537,Pei-Wei Chen,PolyVer: A Compositional Approach for Polyglot System Modeling and Verification,"UCLID5: Multi-modal formal modeling, verification, and synthesis",University of California,33.6429469,-117.8401606,Orange County,Irvine,California,United States
538,Pei-Wei Chen,PolyVer: A Compositional Approach for Polyglot System Modeling and Verification,"UCLID5: Multi-modal formal modeling, verification, and synthesis","University of California, Berkeley",33.6487724,-117.8364995,Orange County,Irvine,California,United States
539,Petar Popovski,"Time, simultaneity, and causality in wireless networks with sensing and communications",Consistency vs. availability in distributed cyber-physical systems,"Aalborg University, Denmark",57.0159071,9.9753082,,Aalborg,North Denmark Region,Denmark
540,Petar Popovski,"Time, simultaneity, and causality in wireless networks with sensing and communications",Consistency vs. availability in distributed cyber-physical systems,Connectivity,43.6985842,-70.4447223,Cumberland County,,Maine,United States
541,Petar Popovski,"Time, simultaneity, and causality in wireless networks with sensing and communications",Consistency vs. availability in distributed cyber-physical systems,"Professor, Connectivity, Aalborg University, Denmark",,,,,,
542,Peter Csaba Olveczky,Semantics and formal analysis of lingua franca cps specifications in rewriting logic,Debugging and verification tools for LINGUA FRANCA in GEMOC studio,"Professor of Computer Science, University of Oslo",,,,,,
543,Peter Csaba Olveczky,Semantics and formal analysis of lingua franca cps specifications in rewriting logic,Debugging and verification tools for LINGUA FRANCA in GEMOC studio,University of Oslo,59.9414173,10.7227683,,Oslo,,Norway
544,Peter Csaba Olveczky,Semantics and formal analysis of lingua franca cps specifications in rewriting logic,High-performance Deterministic Concurrency Using Lingua Franca,"Professor of Computer Science, University of Oslo",,,,,,
545,Peter Csaba Olveczky,Semantics and formal analysis of lingua franca cps specifications in rewriting logic,High-performance Deterministic Concurrency Using Lingua Franca,University of Oslo,59.9414173,10.7227683,,Oslo,,Norway
546,Peter Csaba Olveczky,Semantics and formal analysis of lingua franca cps specifications in rewriting logic,Towards Building Verifiable CPS using Lingua Franca,"Professor of Computer Science, University of Oslo",,,,,,
547,Peter Csaba Olveczky,Semantics and formal analysis of lingua franca cps specifications in rewriting logic,Towards Building Verifiable CPS using Lingua Franca,University of Oslo,59.9414173,10.7227683,,Oslo,,Norway
548,Peter Donovan,Strongly-consistent distributed discrete-event systems,Consistency vs. availability in distributed cyber-physical systems,Student,,,,,,
549,Peter Donovan,Strongly-consistent distributed discrete-event systems,High-performance Deterministic Concurrency Using Lingua Franca,Student,,,,,,
550,Peter Donovan,Strongly-consistent distributed discrete-event systems,Quantifying and generalizing the CAP theorem,Student,,,,,,
551,Peter Donovan,Strongly-consistent distributed discrete-event systems,Risk and mitigation of nondeterminism in distributed cyber-physical systems,Student,,,,,,
552,Philipp Ruemmer, Verification of Data-flow Networks Using the KeY Theorem Prover,Towards Building Verifiable CPS using Lingua Franca,"Professor in Computer Science, University of Regensburg",,,,,,
